epoch,categorical_accuracy,loss,val_categorical_accuracy,val_loss
0,0.039402175694704056,3.155731439590454,0.043478261679410934,3.12823486328125
1,0.0625,3.129375696182251,0.08763586729764938,3.11611270904541
2,0.06521739065647125,3.1124684810638428,0.11345108598470688,3.092811346054077
3,0.08967391401529312,3.077073574066162,0.09646739065647125,3.045728921890259
4,0.12432064861059189,3.0210318565368652,0.16508151590824127,2.954476833343506
5,0.14266304671764374,2.9247639179229736,0.24660326540470123,2.8050901889801025
6,0.192255437374115,2.757315158843994,0.28872281312942505,2.5902984142303467
7,0.20448370277881622,2.5798773765563965,0.3335597813129425,2.3633852005004883
8,0.22690217196941376,2.3941619396209717,0.3899456560611725,2.1535160541534424
9,0.28736412525177,2.2131571769714355,0.44633153080940247,1.9785438776016235
10,0.30570653080940247,2.0977590084075928,0.4802989065647125,1.834006428718567
11,0.31114131212234497,1.9987046718597412,0.47758153080940247,1.7248352766036987
12,0.3552989065647125,1.9143197536468506,0.5183423757553101,1.6397292613983154
13,0.38926631212234497,1.8159867525100708,0.5570651888847351,1.5519120693206787
14,0.42798912525177,1.71291184425354,0.5822010636329651,1.471379280090332
15,0.4211956560611725,1.6866031885147095,0.59375,1.412764549255371
16,0.43410325050354004,1.6332123279571533,0.608016312122345,1.3697601556777954
17,0.463994562625885,1.5852071046829224,0.63451087474823,1.3076621294021606
18,0.47826087474823,1.5244098901748657,0.6270380616188049,1.2721573114395142
19,0.5067934989929199,1.4588558673858643,0.639266312122345,1.238464117050171
20,0.5067934989929199,1.4190394878387451,0.6725543737411499,1.1713743209838867
21,0.5197010636329651,1.3645217418670654,0.6773098111152649,1.1410523653030396
22,0.515625,1.382137656211853,0.692255437374115,1.112950325012207
23,0.5475543737411499,1.3170031309127808,0.6895380616188049,1.0818235874176025
24,0.5570651888847351,1.2782073020935059,0.695652186870575,1.0585601329803467
25,0.5910326242446899,1.2150872945785522,0.71875,1.0142687559127808
26,0.6114130616188049,1.17445707321167,0.7180706262588501,0.971383273601532
27,0.6182065010070801,1.1385445594787598,0.7160326242446899,0.9477411508560181
28,0.60597825050354,1.120387315750122,0.741847813129425,0.9158172607421875
29,0.6195651888847351,1.0992348194122314,0.726902186870575,0.9101729989051819
30,0.63111412525177,1.088958740234375,0.748641312122345,0.8698034882545471
31,0.6521739363670349,1.0407925844192505,0.7615489363670349,0.8382608890533447
32,0.6474184989929199,1.0219084024429321,0.7724184989929199,0.8105308413505554
33,0.654891312122345,1.0237541198730469,0.7805706262588501,0.7734086513519287
34,0.6807065010070801,0.944145679473877,0.7866848111152649,0.7493612170219421
35,0.686141312122345,0.9273526668548584,0.78736412525177,0.7232760787010193
36,0.7004076242446899,0.9236734509468079,0.79347825050354,0.7029632925987244
37,0.7024456262588501,0.8686538934707642,0.8036684989929199,0.6758090853691101
38,0.7004076242446899,0.8642550706863403,0.80910325050354,0.658616304397583
39,0.711277186870575,0.8377166390419006,0.819972813129425,0.6359231472015381
40,0.7228260636329651,0.8035989999771118,0.8254076242446899,0.6201597452163696
41,0.739130437374115,0.7817031741142273,0.828125,0.59723299741745
42,0.734375,0.7630209922790527,0.83152174949646,0.5870696902275085
43,0.7323369383811951,0.7820295095443726,0.8383151888847351,0.5656948685646057
44,0.758152186870575,0.7326313257217407,0.8444293737411499,0.557569146156311
45,0.739130437374115,0.7538278698921204,0.8573369383811951,0.5374683737754822
46,0.7635869383811951,0.70610111951828,0.84375,0.535351037979126
47,0.7683423757553101,0.7000311017036438,0.8648098111152649,0.5051879286766052
48,0.7567934989929199,0.6842283010482788,0.866847813129425,0.4927010238170624
49,0.7663043737411499,0.6728494763374329,0.858016312122345,0.49656710028648376
50,0.77785325050354,0.6537157893180847,0.86548912525177,0.47723135352134705
51,0.765625,0.643024206161499,0.8648098111152649,0.4614526629447937
52,0.789402186870575,0.6126141548156738,0.8743206262588501,0.45304369926452637
53,0.8104619383811951,0.5841659307479858,0.8661684989929199,0.4416518807411194
54,0.8070651888847351,0.603381872177124,0.87839674949646,0.4335077404975891
55,0.7853260636329651,0.5926299095153809,0.8682065010070801,0.4222700595855713
56,0.789402186870575,0.583564817905426,0.866847813129425,0.4336041510105133
57,0.80298912525177,0.5645856261253357,0.870244562625885,0.4073695242404938
58,0.8179348111152649,0.5459885001182556,0.8817934989929199,0.39779016375541687
59,0.8152173757553101,0.5687360167503357,0.88451087474823,0.3903789520263672
60,0.813858687877655,0.5450999140739441,0.8838315010070801,0.39301300048828125
61,0.823369562625885,0.5371593832969666,0.89402174949646,0.36997130513191223
62,0.8145380616188049,0.5310624837875366,0.89673912525177,0.36304640769958496
63,0.8213315010070801,0.5204077363014221,0.8885869383811951,0.3650890290737152
64,0.81589674949646,0.519428014755249,0.8838315010070801,0.3741779327392578
65,0.836277186870575,0.5094501376152039,0.89673912525177,0.35694172978401184
66,0.8240489363670349,0.5030581951141357,0.9021739363670349,0.338295042514801
67,0.83152174949646,0.461261510848999,0.90285325050354,0.3373534679412842
68,0.8417119383811951,0.4726194739341736,0.898777186870575,0.32281064987182617
69,0.8444293737411499,0.4719151258468628,0.90964674949646,0.32035064697265625
70,0.84714674949646,0.47202640771865845,0.9069293737411499,0.3127673268318176
71,0.8457880616188049,0.4437674582004547,0.9103260636329651,0.30437561869621277
72,0.8457880616188049,0.4437660574913025,0.907608687877655,0.2976456582546234
73,0.854619562625885,0.4348490238189697,0.9103260636329651,0.29219162464141846
74,0.8417119383811951,0.43743470311164856,0.9198369383811951,0.2854593098163605
75,0.8525815010070801,0.4328945279121399,0.913722813129425,0.28960129618644714
76,0.8539401888847351,0.45172640681266785,0.91236412525177,0.28480541706085205
77,0.85597825050354,0.4202048182487488,0.9191576242446899,0.28372809290885925
78,0.860733687877655,0.4195479452610016,0.9116848111152649,0.27802541851997375
79,0.845108687877655,0.4324853718280792,0.9239130616188049,0.2700994908809662
80,0.8709239363670349,0.38710924983024597,0.9198369383811951,0.26432231068611145
81,0.867527186870575,0.3872659206390381,0.9245923757553101,0.2546352446079254
82,0.864130437374115,0.39307326078414917,0.9245923757553101,0.2581701874732971
83,0.859375,0.38958150148391724,0.9259510636329651,0.25828778743743896
84,0.858016312122345,0.40248608589172363,0.9225543737411499,0.25163534283638
85,0.8573369383811951,0.40033307671546936,0.92798912525177,0.24790100753307343
86,0.8695651888847351,0.3761484622955322,0.929347813129425,0.2357729971408844
87,0.8838315010070801,0.36812037229537964,0.9245923757553101,0.2461359053850174
88,0.87839674949646,0.37884509563446045,0.93138587474823,0.23411929607391357
89,0.864130437374115,0.3746505677700043,0.9307065010070801,0.2281881868839264
90,0.8770380616188049,0.3577401041984558,0.932744562625885,0.23800501227378845
91,0.88451087474823,0.33458665013313293,0.9286684989929199,0.23304243385791779
92,0.8682065010070801,0.37720105051994324,0.932744562625885,0.22675636410713196
93,0.875,0.36008942127227783,0.93138587474823,0.22541797161102295
94,0.866847813129425,0.36186015605926514,0.932744562625885,0.2224789559841156
95,0.882472813129425,0.34575197100639343,0.942255437374115,0.20929092168807983
96,0.8865489363670349,0.3259352147579193,0.9395380616188049,0.2124509960412979
97,0.8838315010070801,0.3397045433521271,0.9429348111152649,0.2104107141494751
98,0.88722825050354,0.33462098240852356,0.945652186870575,0.19924946129322052
99,0.898097813129425,0.3151113986968994,0.9395380616188049,0.19966162741184235
