epoch,categorical_accuracy,loss,lr,val_categorical_accuracy,val_loss
68,0.7248407602310181,0.7730921506881714,0.001,0.806369423866272,0.6000046133995056
69,0.727813184261322,0.7923625707626343,0.001,0.8080679178237915,0.5805218815803528
70,0.7244161367416382,0.7635130286216736,0.001,0.8093418478965759,0.5718808770179749
71,0.7261146306991577,0.7610342502593994,0.001,0.815711259841919,0.5738855600357056
72,0.7303609251976013,0.7759307026863098,0.001,0.7953290939331055,0.6034219861030579
73,0.7320594191551208,0.7309224605560303,0.001,0.8131634593009949,0.5694578289985657
74,0.7384288907051086,0.7351874113082886,0.001,0.8123142123222351,0.55500328540802
75,0.7363057136535645,0.7292591333389282,0.001,0.8225052952766418,0.5407979488372803
76,0.7515923380851746,0.7052107453346252,0.001,0.8152866363525391,0.5554811358451843
77,0.7524415850639343,0.7268390655517578,0.001,0.8093418478965759,0.5445743203163147
78,0.7380042672157288,0.7188965082168579,0.001,0.8144373893737793,0.5504910349845886
79,0.734182596206665,0.7384042739868164,0.001,0.8280254602432251,0.5304685235023499
80,0.7537155151367188,0.6999000906944275,0.001,0.8237791657447815,0.5261985659599304
81,0.752866268157959,0.7050334215164185,0.001,0.812738835811615,0.5477274656295776
82,0.747346043586731,0.7074235081672668,0.001,0.8301486372947693,0.5089161396026611
83,0.7571125030517578,0.6894937753677368,0.001,0.8267515897750854,0.5162261128425598
84,0.7617834210395813,0.7004246115684509,0.001,0.8305732607841492,0.5183306336402893
85,0.759235680103302,0.6977092027664185,0.001,0.8305732607841492,0.5082387924194336
86,0.7588110566139221,0.679516077041626,0.001,0.8254777193069458,0.5081349015235901
87,0.7566878795623779,0.6933767795562744,0.001,0.8242038488388062,0.5088269710540771
88,0.7605095505714417,0.6842387914657593,0.001,0.8433120846748352,0.4843938648700714
89,0.7707006335258484,0.6753636002540588,0.001,0.8339702486991882,0.4935902953147888
90,0.7660297155380249,0.6891340017318726,0.001,0.8208068013191223,0.522908091545105
91,0.7694267630577087,0.6772556304931641,0.001,0.8386411666870117,0.48823070526123047
92,0.7651804685592651,0.6711634397506714,0.001,0.8399150967597961,0.46653318405151367
93,0.7736730575561523,0.6384615898132324,0.001,0.840339720249176,0.46237143874168396
94,0.7711252570152283,0.6537686586380005,0.001,0.8360934257507324,0.4790095090866089
95,0.759235680103302,0.6672382950782776,0.001,0.8428874611854553,0.4705989956855774
96,0.7770700454711914,0.6628300547599792,0.001,0.8318471312522888,0.5006015300750732
97,0.7681528925895691,0.6657545566558838,0.001,0.8335456252098083,0.49499019980430603
98,0.7651804685592651,0.6652717590332031,0.001,0.8386411666870117,0.4585745334625244
99,0.7762207984924316,0.6420121192932129,0.001,0.8479830026626587,0.4500788450241089
