epoch,categorical_accuracy,loss,lr,val_categorical_accuracy,val_loss
0,0.05392781272530556,3.164983034133911,0.001,0.04968152940273285,3.1330742835998535
1,0.05392781272530556,3.1324756145477295,0.001,0.06921444088220596,3.1250557899475098
2,0.06326963752508163,3.121957540512085,0.001,0.05987261235713959,3.109938859939575
3,0.06284501403570175,3.1050639152526855,0.001,0.04925689846277237,3.07928204536438
4,0.07473460584878922,3.068702220916748,0.001,0.05647558346390724,3.021401882171631
5,0.07303609699010849,3.0008437633514404,0.001,0.1104033961892128,2.9194443225860596
6,0.10615710914134979,2.891238212585449,0.001,0.12101911008358002,2.770953893661499
7,0.14012739062309265,2.7517879009246826,0.001,0.2496815323829651,2.5914573669433594
8,0.1808917224407196,2.614685297012329,0.001,0.25902336835861206,2.4149129390716553
9,0.2055201679468155,2.482652187347412,0.001,0.31932058930397034,2.2595431804656982
10,0.2182590216398239,2.372603178024292,0.001,0.34777069091796875,2.128798723220825
11,0.24458599090576172,2.295457601547241,0.001,0.3617834448814392,2.052795648574829
12,0.24543523788452148,2.220336437225342,0.001,0.3707006275653839,1.985282301902771
13,0.27473461627960205,2.1413424015045166,0.001,0.4067940413951874,1.8925410509109497
14,0.298513799905777,2.057671070098877,0.001,0.44288748502731323,1.8238016366958618
15,0.30360934138298035,2.0182533264160156,0.001,0.4399150609970093,1.7670536041259766
16,0.31464967131614685,1.9876095056533813,0.001,0.4658174216747284,1.7337449789047241
17,0.3443736732006073,1.9164789915084839,0.001,0.4641188979148865,1.6845568418502808
18,0.34819531440734863,1.8914145231246948,0.001,0.4946921467781067,1.6234594583511353
19,0.37154990434646606,1.8185206651687622,0.001,0.5099787712097168,1.5710030794143677
20,0.39405518770217896,1.7495431900024414,0.001,0.53121018409729,1.537466049194336
21,0.3906581699848175,1.745157241821289,0.001,0.5363057255744934,1.4844932556152344
22,0.4080679416656494,1.6956545114517212,0.001,0.5554140210151672,1.4527405500411987
23,0.43566879630088806,1.6394953727722168,0.001,0.5443736910820007,1.4153333902359009
24,0.4573248326778412,1.5914708375930786,0.001,0.57834392786026,1.3518505096435547
25,0.44670912623405457,1.5636283159255981,0.001,0.5936305522918701,1.30711030960083
26,0.4704883098602295,1.521039366722107,0.001,0.6038216352462769,1.2713232040405273
27,0.492144376039505,1.4785830974578857,0.001,0.6021231412887573,1.2485496997833252
28,0.5036093592643738,1.4521448612213135,0.001,0.6063694357872009,1.2310031652450562
29,0.5014861822128296,1.4262956380844116,0.001,0.628025472164154,1.1970137357711792
30,0.5087049007415771,1.3913832902908325,0.001,0.6233545541763306,1.190500020980835
31,0.4993630647659302,1.3764926195144653,0.001,0.6522293090820312,1.1241049766540527
32,0.5329086780548096,1.3305660486221313,0.001,0.6679405570030212,1.0868303775787354
33,0.5464968085289001,1.3045473098754883,0.001,0.6607218980789185,1.091133952140808
34,0.5430997610092163,1.2621430158615112,0.001,0.6878980994224548,1.0453110933303833
35,0.5639066100120544,1.237836241722107,0.001,0.6819533109664917,1.0228639841079712
36,0.571974515914917,1.212245225906372,0.001,0.6832271814346313,0.9970279335975647
37,0.5796178579330444,1.205000400543213,0.001,0.6955413818359375,0.9718211889266968
38,0.5817409753799438,1.180802822113037,0.001,0.7048832178115845,0.9550751447677612
39,0.5787685513496399,1.1775397062301636,0.001,0.7078556418418884,0.9503055214881897
40,0.597027599811554,1.1360559463500977,0.001,0.7078556418418884,0.9296510219573975
41,0.6089171767234802,1.0960103273391724,0.001,0.7044585943222046,0.9093254208564758
42,0.6174097657203674,1.0867480039596558,0.001,0.7023354768753052,0.8897913694381714
43,0.6157112717628479,1.0807623863220215,0.001,0.7222930192947388,0.8572972416877747
44,0.6267516016960144,1.0370829105377197,0.001,0.7299363017082214,0.8341570496559143
45,0.6407643556594849,1.0223289728164673,0.001,0.7320594191551208,0.8442578911781311
46,0.6428874731063843,1.0249378681182861,0.001,0.7286624312400818,0.8202463388442993
47,0.6479830145835876,0.9927359223365784,0.001,0.7248407602310181,0.8161332607269287
48,0.6501061320304871,0.9966633319854736,0.001,0.7409766316413879,0.7955455183982849
49,0.6577494740486145,0.9725454449653625,0.001,0.7388535141944885,0.7844377756118774
50,0.6755838394165039,0.9566549062728882,0.001,0.7515923380851746,0.7636573910713196
51,0.6666666865348816,0.9478412866592407,0.001,0.7481953501701355,0.7468801140785217
52,0.6734607219696045,0.9423894286155701,0.001,0.7579618096351624,0.7366693019866943
53,0.6628450155258179,0.9355178475379944,0.001,0.7583864331245422,0.7354897260665894
54,0.6840764284133911,0.908531665802002,0.001,0.7596603035926819,0.7272672057151794
55,0.6764331459999084,0.9183379411697388,0.001,0.7643312215805054,0.7026961445808411
56,0.6840764284133911,0.8767305612564087,0.001,0.7723991274833679,0.6898601055145264
57,0.6806793808937073,0.8802940845489502,0.001,0.7651804685592651,0.6949303150177002
58,0.6942675113677979,0.8734396696090698,0.001,0.7753715515136719,0.6738261580467224
59,0.7078556418418884,0.8556948900222778,0.001,0.759235680103302,0.7068700194358826
60,0.7112526297569275,0.8565449714660645,0.001,0.7800424695014954,0.6601755619049072
61,0.6980891823768616,0.8734248280525208,0.001,0.7940552234649658,0.6469595432281494
62,0.6993630528450012,0.8546364903450012,0.001,0.7991507649421692,0.6437460780143738
63,0.7129511833190918,0.8183881044387817,0.001,0.787685751914978,0.6386926174163818
64,0.7104033827781677,0.8262820243835449,0.001,0.7923566699028015,0.6317880749702454
65,0.715923547744751,0.8078678250312805,0.001,0.7732484340667725,0.6776343584060669
66,0.7133758068084717,0.8066531419754028,0.001,0.7910827994346619,0.6154951453208923
67,0.7227176427841187,0.7894929051399231,0.001,0.787685751914978,0.6109435558319092
