epoch,categorical_accuracy,loss,lr,val_categorical_accuracy,val_loss
67,0.8161358833312988,0.5102159380912781,0.001,0.8828025460243225,0.3123888373374939
68,0.8225052952766418,0.4901537597179413,0.001,0.8849256634712219,0.3213583827018738
69,0.8369426727294922,0.4199484586715698,0.001,0.9057325124740601,0.2702033221721649
70,0.8675159215927124,0.36463332176208496,0.001,0.8976645469665527,0.2801271677017212
71,0.8636942505836487,0.37207382917404175,0.001,0.9087048768997192,0.26030439138412476
72,0.8696390390396118,0.3442347049713135,0.001,0.8853503465652466,0.29558300971984863
73,0.8649681806564331,0.3723915219306946,0.001,0.903184711933136,0.2828049957752228
74,0.871762216091156,0.33306339383125305,0.001,0.8912951350212097,0.2994249165058136
75,0.8658174276351929,0.3542695641517639,0.001,0.896815299987793,0.28060150146484375
76,0.8339702486991882,0.4821723401546478,0.001,0.7481953501701355,0.6586640477180481
77,0.7265392541885376,0.7444102764129639,0.001,0.8199575543403625,0.4900009036064148
78,0.8114649653434753,0.5230972170829773,0.001,0.8628450036048889,0.3787381649017334
79,0.8505308032035828,0.4235636293888092,0.001,0.8980891704559326,0.282073438167572
80,0.881104052066803,0.3406029939651489,0.001,0.8951167464256287,0.2670166492462158
81,0.8798301219940186,0.33282536268234253,0.001,0.8963906764984131,0.25689736008644104
82,0.8747345805168152,0.3282915949821472,0.001,0.9014862179756165,0.2614345848560333
83,0.8755838871002197,0.33240509033203125,0.001,0.9006369709968567,0.2652823030948639
84,0.8743099570274353,0.31727513670921326,0.001,0.9176220893859863,0.2167062759399414
85,0.8912951350212097,0.3042067885398865,0.001,0.8857749700546265,0.3028315007686615
86,0.8662420511245728,0.3545534908771515,0.001,0.8828025460243225,0.2846691608428955
87,0.8794054985046387,0.3239838480949402,0.001,0.9154989123344421,0.2239883691072464
88,0.9027600884437561,0.2665541470050812,0.001,0.9091295003890991,0.22766219079494476
89,0.8925690054893494,0.27928626537323,0.001,0.9244161248207092,0.19698156416416168
90,0.8925690054893494,0.2852942943572998,0.001,0.9256899952888489,0.1938057392835617
91,0.8972399234771729,0.26818251609802246,0.001,0.9099787473678589,0.23979681730270386
92,0.9014862179756165,0.2553824782371521,0.001,0.9163482189178467,0.21773234009742737
93,0.8878980875015259,0.29125311970710754,0.001,0.9231422543525696,0.21510297060012817
94,0.8832271695137024,0.2974110543727875,0.001,0.9163482189178467,0.2319294959306717
95,0.9040339589118958,0.2577145993709564,0.001,0.9269639253616333,0.1948118507862091
96,0.9014862179756165,0.2565878927707672,0.001,0.9290870428085327,0.17571035027503967
97,0.9044585824012756,0.2536547780036926,0.001,0.8985137939453125,0.2731812000274658
98,0.8895965814590454,0.30702143907546997,0.001,0.8696390390396118,0.3513704538345337
99,0.8832271695137024,0.32176607847213745,0.001,0.8815286755561829,0.2985401451587677
