epoch,categorical_accuracy,loss,lr,val_categorical_accuracy,val_loss
0,0.03736730292439461,3.149362325668335,0.001,0.051804669201374054,3.1320340633392334
1,0.05690021067857742,3.1254024505615234,0.001,0.07643312215805054,3.115330934524536
2,0.06709129363298416,3.096567153930664,0.001,0.06114649772644043,3.057530403137207
3,0.08959659934043884,3.011096477508545,0.001,0.14522293210029602,2.9066879749298096
4,0.11337579786777496,2.8636624813079834,0.001,0.19702759385108948,2.692074775695801
5,0.13800424337387085,2.674718141555786,0.001,0.20934182405471802,2.476835250854492
6,0.17070063948631287,2.505131483078003,0.001,0.31040340662002563,2.2545166015625
7,0.22802548110485077,2.3072831630706787,0.001,0.331210196018219,2.055623769760132
8,0.2798301577568054,2.1237215995788574,0.001,0.4084925651550293,1.892835021018982
9,0.3112526535987854,1.9881583452224731,0.001,0.4263269603252411,1.7803503274917603
10,0.3554140031337738,1.8795459270477295,0.001,0.4772823750972748,1.642065167427063
11,0.3779193162918091,1.7891806364059448,0.001,0.5426751375198364,1.540795087814331
12,0.4254777133464813,1.6754564046859741,0.001,0.5286624431610107,1.4525806903839111
13,0.43184712529182434,1.6061713695526123,0.001,0.5549893975257874,1.3511031866073608
14,0.47388535737991333,1.5213137865066528,0.001,0.5991507172584534,1.2797023057937622
15,0.4917197525501251,1.4539248943328857,0.001,0.6178343892097473,1.2136657238006592
16,0.522292971611023,1.3872649669647217,0.001,0.646709144115448,1.1493182182312012
17,0.54692143201828,1.3113938570022583,0.001,0.6407643556594849,1.1090465784072876
18,0.5409766435623169,1.3028135299682617,0.001,0.6496815085411072,1.0682140588760376
19,0.5702760219573975,1.220585823059082,0.001,0.6649681329727173,1.0205941200256348
20,0.5723991394042969,1.2049838304519653,0.001,0.656050980091095,1.0140436887741089
21,0.5762208104133606,1.1823394298553467,0.001,0.6828025579452515,0.9723474383354187
22,0.5936305522918701,1.1284022331237793,0.001,0.6985138058662415,0.9254776239395142
23,0.6131634712219238,1.0907187461853027,0.001,0.7074310183525085,0.9099484086036682
24,0.603397011756897,1.0871375799179077,0.001,0.7036093473434448,0.8926153182983398
25,0.6292993426322937,1.0386989116668701,0.001,0.7201698422431946,0.8755889534950256
26,0.6433120965957642,1.0183933973312378,0.001,0.693842887878418,0.8942649364471436
27,0.6581740975379944,0.9702244997024536,0.001,0.7210190892219543,0.8334080576896667
28,0.6505308151245117,0.9629976153373718,0.001,0.7201698422431946,0.8354243636131287
29,0.675159215927124,0.9311091303825378,0.001,0.7133758068084717,0.838350772857666
30,0.6730360984802246,0.9203219413757324,0.001,0.7312101721763611,0.8107316493988037
31,0.690870463848114,0.8831087946891785,0.001,0.7524415850639343,0.7487342357635498
